identificacion,corte_mes,saldo
JTZWA92S5243CPZDG,7/31/2024,6802720
PQHMTD7TS2Q7AM9C6,2/28/2023,6949086
FGGU9EADWBBLHKHYI,11/30/2023,2319944
C89YVYS8RINE8LHLO,9/30/2024,2272519
XT6P8GPRWDSJSYZKR,7/31/2024,5032714
FDS0N1SJL1R9K1IB4,11/30/2024,2311256
XTUS49QJ4P8A8OCOB,3/31/2024,1791812
D0HW4TD0CUW9XJQPX,10/31/2023,2765290
IGOQX9XYBSRDMOZXT,8/31/2023,6440964
73LDIXZVJOQFRMHNZ,7/31/2024,2485732
BJ37EOP5EGMDLO3MP,9/30/2024,633040
XEVZL0LOYONKMBWZY,9/30/2023,2344399
6T645BU8TYM8VGXKO,9/30/2024,4546342
5P7TLU9HROJCCH8XF,11/30/2023,2584600
869YG73INQB5W1NQT,10/31/2024,2567231
FQJP2PBU50DG45YX3,6/30/2023,4872753
NDN0JWDWD4PJPHKO9,11/30/2024,2840403
V1SRV6QGJWWC8JVW0,11/30/2023,1074894
VEYQK2P1HT4EDEU8Z,8/31/2024,283770
L8NOLOQ0MHSBXLPC8,10/31/2024,6768059
I9WWI0Z0BQBBIKN76,2/28/2023,4286255
Y9LTUSGD9M83VAB0I,3/31/2024,6643654
NYD2J0FAEI05SQVAY,6/30/2024,3944709
7ZQT4ZSYX2JJH3BHK,5/31/2024,2961171
4HER62QO48L3HOLG6,12/31/2023,3740411
PEYORPWSHOAUXOPB8,8/31/2024,5047189
BOWGL6ZFJ8V4E620T,5/31/2023,6968289
6RNZ6V20ZBCHCCIPT,3/31/2024,3079274
OEZ236PKMC6MBM3TB,5/31/2024,1565678
V4LNPTIOKCV53PIHE,10/31/2023,6533606
U5I6FRV4Z2WTHAYXA,3/31/2024,1239850
09SYGN7IXDQV5X9IP,6/30/2023,3397514
VBCVVZPLR5KW0VKDX,11/30/2023,4303101
KVXACS7SB5O59ARQP,6/30/2024,4725305
N28ZTD9G5EYTS9PZY,4/30/2024,6490895
ORSVN3W6R6KI4L6K7,11/30/2023,1651110
2XCK13Y6KY3FTUJ0T,2/28/2023,1387704
9Y4LCJDQLDU43LOK4,2/28/2023,5479661
79KX9A87LHVX4DRM4,3/31/2023,444980
R6XC1HPW2F2OYGFS2,1/31/2023,3047951
D7UUQ6CP4DWYGZF0Z,8/31/2023,1936630
X4YOXMSTBUXXCUOGK,9/30/2024,1352101
5VVHS1PF81H0K03QN,10/31/2023,6114252
KCLWQ204AZ5D2W8QN,11/30/2023,2509239
THJ9OBJH3W6ANRCMS,7/31/2023,1220473
GTLAUQABS3K1IHWCJ,9/30/2023,1312397
0TQ17VI65FDDKT227,9/30/2023,3393072
OBPVWFPY1GIGMACGG,5/31/2024,6798572
VU97XYAGZZS7LOG4E,2/28/2023,6230508
HDTGP1H5F336COXZX,9/30/2023,5413394
MGD1S17DROU71KI80,2/28/2023,3613322
1LFTDYT2H0I9ZG3S8,8/31/2024,5981031
3QWPW0GFU2JIA5UE4,11/30/2024,4376464
FDS0N1SJL1R9K1IB4,2/29/2024,3643400
3PS05CCLIJVJ8J2KT,9/30/2024,1930873
5P7TLU9HROJCCH8XF,6/30/2023,815089
XT6P8GPRWDSJSYZKR,8/31/2024,3828167
XT6P8GPRWDSJSYZKR,3/31/2024,4101457
GTLAUQABS3K1IHWCJ,2/29/2024,6596273
9Y4LCJDQLDU43LOK4,8/31/2024,2293843
KIULTEGOP4LWPVDNF,12/31/2023,1712518
KUD4O3VLEGN7O0D3B,11/30/2024,738080
5SKDNN35BDFYCRZ3T,11/30/2023,11735
IAXUMLO4Y4HXEEHHC,6/30/2023,1327123
9G2XZ3XNAY7J6KTJN,4/30/2024,1854755
4TL0TI5WAALM6P0AH,1/31/2024,5606464
5VVHS1PF81H0K03QN,11/30/2023,6072711
LATSV8PKLN0G0XSCQ,12/31/2023,3904941
7AQPGU50TED28A7G6,4/30/2023,5423164
0TQ17VI65FDDKT227,1/31/2023,3956362
LATSV8PKLN0G0XSCQ,7/31/2023,6060308
H9QCKG6XB01NQCZO9,8/31/2023,2475190
DWJ0GFUKS12L7Y0G9,2/29/2024,2199290
2XCK13Y6KY3FTUJ0T,8/31/2024,4092850
2XCK13Y6KY3FTUJ0T,4/30/2024,5186064
5CS7MKN5CCCZTYEH8,11/30/2023,4954724
VEYQK2P1HT4EDEU8Z,1/31/2024,1829918
6O996AT92IZ9926S5,2/28/2023,4063261
U5I6FRV4Z2WTHAYXA,7/31/2024,5276021
G6R001Q73KLXUDPTV,3/31/2024,2398829
KIULTEGOP4LWPVDNF,5/31/2023,3630216
R6XC1HPW2F2OYGFS2,9/30/2023,4536833
7AQPGU50TED28A7G6,8/31/2023,3854463
THJ9OBJH3W6ANRCMS,10/31/2023,6415332
977FYO2GIYKZOIEB6,1/31/2024,3971447
8JB7CPERPX344FYNY,6/30/2024,4280670
K7OLAZQZTOKBXBQVR,4/30/2024,6981106
BOWGL6ZFJ8V4E620T,3/31/2023,3538424
OCCKGZM8DIZCYX3CJ,7/31/2024,5080935
LMHCV45KAJNLAV6CI,11/30/2023,1833246
BJ37EOP5EGMDLO3MP,3/31/2024,2856339
4TL0TI5WAALM6P0AH,10/31/2023,1310592
LMHCV45KAJNLAV6CI,1/31/2024,373118
3QWPW0GFU2JIA5UE4,9/30/2024,5933590
DLRDFJ40BGVP9H10W,5/31/2023,1531953
WLHSCECOGSRZSUK44,9/30/2024,1309343
OJQZJBSXV2EELB04H,6/30/2024,921860
9DQS2WEXYFKHTNXUB,9/30/2024,4001786
J899WRG0VOOF1WON0,7/31/2024,709611
GTLAUQABS3K1IHWCJ,10/31/2023,3938768
K7OLAZQZTOKBXBQVR,11/30/2023,4923133
7MQU99ZO49YXI2EDE,6/30/2023,839989
MHREEFELDOONUMCHP,1/31/2023,5305022
KIULTEGOP4LWPVDNF,6/30/2023,5992882
NYD2J0FAEI05SQVAY,8/31/2024,5005321
DWJ0GFUKS12L7Y0G9,12/31/2024,1434805
XRD31U4F7GM99U92O,3/31/2024,189136
FBMRRTAV36KC40D1Z,8/31/2023,1204326
BJ37EOP5EGMDLO3MP,11/30/2023,3429355
BJ37EOP5EGMDLO3MP,8/31/2024,2020335
FQJP2PBU50DG45YX3,3/31/2024,2953235
DWJ0GFUKS12L7Y0G9,3/31/2024,2446572
1MFXZRYV4MFOBXIAJ,1/31/2023,4959864
6O996AT92IZ9926S5,9/30/2023,3161183
KVXACS7SB5O59ARQP,10/31/2024,4826795
F5AUCVPQMIXFMLKNY,9/30/2023,369486
7MQU99ZO49YXI2EDE,9/30/2024,139503
OL2AN4Q8PF7T5DNJA,6/30/2024,2142151
OQ5Y6DD3YNNZYDOK7,4/30/2023,4652433
A4JYPUIFCGXQSH8XL,3/31/2023,1822355
BJSA6PK9IP3QNY0GU,6/30/2023,6677554
GFMBMLM8423RIAEDD,10/31/2024,5667775
XEVZL0LOYONKMBWZY,7/31/2024,5406999
XRD31U4F7GM99U92O,11/30/2023,6439221
VIOMZ3660T8XTY6RC,5/31/2024,4029745
1LFTDYT2H0I9ZG3S8,4/30/2024,2230039
BJ37EOP5EGMDLO3MP,2/29/2024,6648809
6RNZ6V20ZBCHCCIPT,1/31/2024,1373662
IC9TR053SOF1562RK,3/31/2023,4104298
IHBDM8XWHP0LUZ7NR,6/30/2023,3613704
I9WWI0Z0BQBBIKN76,6/30/2023,1787333
KIULTEGOP4LWPVDNF,2/28/2023,451962
SSP73CDZATG8LX9V1,10/31/2024,4615890
VU97XYAGZZS7LOG4E,6/30/2024,4971616
5VVHS1PF81H0K03QN,2/28/2023,5589364
IC9TR053SOF1562RK,6/30/2023,4952808
THJ9OBJH3W6ANRCMS,5/31/2024,1212045
MGD1S17DROU71KI80,5/31/2024,3452119
PQHMTD7TS2Q7AM9C6,4/30/2023,1245615
BJSA6PK9IP3QNY0GU,1/31/2023,3879305
7PLLCJPG8BTDR1ND3,3/31/2024,1651167
VEYQK2P1HT4EDEU8Z,10/31/2024,5405662
V1SRV6QGJWWC8JVW0,6/30/2024,4337528
DWJ0GFUKS12L7Y0G9,8/31/2023,2938779
FA2OC6FGIMI4S37PU,12/31/2023,3743922
KLRH1ZESF492S056H,1/31/2023,1322099
IAXUMLO4Y4HXEEHHC,2/28/2023,1730865
IGOQX9XYBSRDMOZXT,1/31/2024,3886835
6N7C2M20A97S9IENG,5/31/2024,5859387
L8NOLOQ0MHSBXLPC8,8/31/2024,1666961
R7Q4Z9AULIORDJQ9D,11/30/2024,6867174
PEYORPWSHOAUXOPB8,6/30/2023,6902433
XRD31U4F7GM99U92O,5/31/2023,845709
KVXACS7SB5O59ARQP,5/31/2023,1822820
5P7TLU9HROJCCH8XF,8/31/2023,2531221
D7UUQ6CP4DWYGZF0Z,9/30/2024,6653023
09SYGN7IXDQV5X9IP,12/31/2023,2317593
N28ZTD9G5EYTS9PZY,11/30/2023,5302365
9F27PNL29KIWUI8V1,3/31/2024,3434369
BJSA6PK9IP3QNY0GU,10/31/2024,5118580
G6R001Q73KLXUDPTV,10/31/2023,1288937
3PS05CCLIJVJ8J2KT,2/28/2023,3231802
Y144TELK1D0Z0KLVV,2/29/2024,3937377
VNTN2FOUQHBSVRLKZ,7/31/2024,4165084
DJXLPRMY5ZZMANLU6,11/30/2024,5087190
VEYQK2P1HT4EDEU8Z,2/28/2023,5023366
U01UYM0KLQO7ZMKXL,6/30/2024,3563739
KLRH1ZESF492S056H,8/31/2024,1958388
73LDIXZVJOQFRMHNZ,4/30/2024,3739887
RVDHIRC8T2IA2OUOW,9/30/2023,2527163
RRS0030J6RHTUQ2RK,1/31/2023,1881650
VBCVVZPLR5KW0VKDX,9/30/2024,4335312
OBPVWFPY1GIGMACGG,3/31/2024,6769956
YVS0D5GU52ULP7YLI,2/29/2024,3774523
ORSVN3W6R6KI4L6K7,1/31/2023,6297425
9IL03MCKH41ZX8EVC,9/30/2024,2260088
KCLWQ204AZ5D2W8QN,3/31/2023,1473931
PSRCQ6DW4S2N7175C,9/30/2023,6797706
XTUS49QJ4P8A8OCOB,1/31/2024,5139209
PSRCQ6DW4S2N7175C,5/31/2023,4202278
51UQ4XPBN39O7QIOO,11/30/2024,3516732
AERG7GPQIBQXOGOHX,4/30/2023,4262110
T16X6RLA2J523LYRZ,9/30/2024,2298253
V2NG3GK779G8J7A0S,9/30/2024,4573696
3PS05CCLIJVJ8J2KT,4/30/2023,6009204
0TTW5R9RRCJ0A9E5F,11/30/2024,2712124
R6XC1HPW2F2OYGFS2,9/30/2024,4173123
UXT0SVW2ICMQTZACJ,3/31/2024,5167316
DLTTACGP89H6U008M,9/30/2023,5246919
FDS0N1SJL1R9K1IB4,3/31/2023,6378550
NDN0JWDWD4PJPHKO9,4/30/2024,216961
9Y4LCJDQLDU43LOK4,11/30/2024,1610552
IC9TR053SOF1562RK,10/31/2024,6738770
5P7TLU9HROJCCH8XF,4/30/2023,6843768
3QWPW0GFU2JIA5UE4,10/31/2024,5655231
V2NG3GK779G8J7A0S,1/31/2024,1545935
9NWFWJ38XN31WBFXG,3/31/2024,5362385
DLRDFJ40BGVP9H10W,12/31/2024,6930096
KUD4O3VLEGN7O0D3B,4/30/2023,594037
SKH4GHZSBWP3QGNNK,4/30/2023,5812870
OQ5Y6DD3YNNZYDOK7,4/30/2024,6799054
Y144TELK1D0Z0KLVV,6/30/2024,5691509
9Y4LCJDQLDU43LOK4,4/30/2023,5027825
OEZ236PKMC6MBM3TB,12/31/2023,5235004
T3ZXYYXXBKASGDXYG,4/30/2023,6048757
OBPVWFPY1GIGMACGG,7/31/2023,5944446
VZPJAHRX89B2CPA40,1/31/2023,5413462
6T645BU8TYM8VGXKO,6/30/2024,2059194
H9QCKG6XB01NQCZO9,9/30/2024,5513287
9DQS2WEXYFKHTNXUB,12/31/2024,1888123
PQHMTD7TS2Q7AM9C6,11/30/2024,2853877
0TQ17VI65FDDKT227,3/31/2023,3194649
K7OLAZQZTOKBXBQVR,2/29/2024,6456134
A4JYPUIFCGXQSH8XL,11/30/2024,6208373
J899WRG0VOOF1WON0,11/30/2023,955256
IHBDM8XWHP0LUZ7NR,3/31/2024,545869
K2DBNBQ09G1QCCD7W,11/30/2024,6114564
RVDHIRC8T2IA2OUOW,6/30/2024,1233757
BUDE132ZGBWCF5SIZ,12/31/2024,374090
E0ZB60NF3G5K4VREU,12/31/2024,6776830
1LFTDYT2H0I9ZG3S8,6/30/2024,2488254
XEVZL0LOYONKMBWZY,3/31/2024,5524680
IAXUMLO4Y4HXEEHHC,11/30/2024,5197272
BOWGL6ZFJ8V4E620T,7/31/2024,750042
A4JYPUIFCGXQSH8XL,4/30/2023,5923085
OCCKGZM8DIZCYX3CJ,1/31/2024,1778749
3PS05CCLIJVJ8J2KT,2/29/2024,6304536
U5I6FRV4Z2WTHAYXA,6/30/2024,4800379
9NWFWJ38XN31WBFXG,3/31/2023,5841565
SUK8675QWKY38XUZB,11/30/2024,2161495
Y9LTUSGD9M83VAB0I,4/30/2023,4803162
4M67RWDJ0PY180OMY,8/31/2024,1706597
UOHQ6DHPAN7V486JH,9/30/2023,1422955
5VVHS1PF81H0K03QN,4/30/2023,2770155
7PLLCJPG8BTDR1ND3,4/30/2024,4359290
KXDUI2BQC1ZQ25O4C,5/31/2023,1776371
QNCADSU9WB6X6JEXE,6/30/2024,5241490
Y144TELK1D0Z0KLVV,7/31/2023,1370956
UP8K03IYUM8HZ8NLC,2/28/2023,43301
T3ZXYYXXBKASGDXYG,5/31/2023,3241723
YVS0D5GU52ULP7YLI,10/31/2024,6666275
977FYO2GIYKZOIEB6,12/31/2024,3162198
RRS0030J6RHTUQ2RK,12/31/2024,4600125
5P7TLU9HROJCCH8XF,1/31/2024,3354609
F5AUCVPQMIXFMLKNY,5/31/2024,3103135
T3ZXYYXXBKASGDXYG,1/31/2024,3475386
5VVHS1PF81H0K03QN,12/31/2024,2392947
JTZWA92S5243CPZDG,6/30/2024,5316660
Z8WH1L99SI8KI6NIV,8/31/2024,5298650
KXDUI2BQC1ZQ25O4C,1/31/2023,4759435
XEVZL0LOYONKMBWZY,8/31/2024,1564133
VBCVVZPLR5KW0VKDX,1/31/2023,6930655
FGGU9EADWBBLHKHYI,8/31/2023,1383528
UOHQ6DHPAN7V486JH,5/31/2024,6233251
XT6P8GPRWDSJSYZKR,9/30/2024,3247685
9DQS2WEXYFKHTNXUB,3/31/2024,379074
IGOQX9XYBSRDMOZXT,2/28/2023,6517036
IGOQX9XYBSRDMOZXT,9/30/2024,1314066
WLHSCECOGSRZSUK44,4/30/2024,4939334
869YG73INQB5W1NQT,10/31/2023,6963682
A4LKAXWACFA995KE1,6/30/2023,3388600
L8NOLOQ0MHSBXLPC8,3/31/2023,242265
L8NOLOQ0MHSBXLPC8,2/29/2024,2612741
FGGU9EADWBBLHKHYI,11/30/2024,3260665
C89YVYS8RINE8LHLO,10/31/2023,3922407
4TL0TI5WAALM6P0AH,11/30/2024,5767658
VHX791SAUG7W7R63P,2/28/2023,2343675
OQ5Y6DD3YNNZYDOK7,2/28/2023,118301
VHX791SAUG7W7R63P,11/30/2023,2634118
VU97XYAGZZS7LOG4E,1/31/2024,4922238
KUD4O3VLEGN7O0D3B,9/30/2024,115445
MHREEFELDOONUMCHP,5/31/2023,1260586
869YG73INQB5W1NQT,1/31/2024,3447310
4M67RWDJ0PY180OMY,6/30/2024,6958942
4GM0V34SHZCQY338K,4/30/2024,1682170
83Y10YDW1OI06N9ZM,11/30/2023,5433400
LMHCV45KAJNLAV6CI,3/31/2024,1601796
QNCADSU9WB6X6JEXE,1/31/2023,172357
6RNZ6V20ZBCHCCIPT,2/29/2024,3495590
OL2AN4Q8PF7T5DNJA,1/31/2024,1850697
FXIQJ8T0RNKU5YYZL,11/30/2023,921611
AXH5M6W00RW6A1MRV,10/31/2023,3343407
FGGU9EADWBBLHKHYI,4/30/2024,5285306
F5AUCVPQMIXFMLKNY,3/31/2024,2450139
XEVZL0LOYONKMBWZY,2/29/2024,6256772
DWJ0GFUKS12L7Y0G9,10/31/2024,4574007
IGOQX9XYBSRDMOZXT,8/31/2024,5918032
RVDHIRC8T2IA2OUOW,2/28/2023,1470837
63FO2A0KBYVLDNRAA,10/31/2023,4319036
PQHMTD7TS2Q7AM9C6,8/31/2023,5391831
K4BAGGWMVBZXC8Z0R,4/30/2023,3033568
AIQASN1W6XH7O9AI8,5/31/2023,2632263
ITDKGZGY3D1CQ22P4,1/31/2024,1651353
U01UYM0KLQO7ZMKXL,2/29/2024,971965
5P7TLU9HROJCCH8XF,7/31/2023,2507895
PEYORPWSHOAUXOPB8,7/31/2023,1778384
KIULTEGOP4LWPVDNF,11/30/2023,4973961
FQJP2PBU50DG45YX3,5/31/2023,3505743
GFMBMLM8423RIAEDD,8/31/2023,3350211
5P7TLU9HROJCCH8XF,9/30/2023,5355918
4TL0TI5WAALM6P0AH,5/31/2024,4057171
N28ZTD9G5EYTS9PZY,6/30/2024,2940252
9NWFWJ38XN31WBFXG,12/31/2024,6006638
A4LKAXWACFA995KE1,2/29/2024,6596400
FDS0N1SJL1R9K1IB4,9/30/2023,947381
2XCK13Y6KY3FTUJ0T,1/31/2023,3651314
K4BAGGWMVBZXC8Z0R,2/28/2023,5592050
D0HW4TD0CUW9XJQPX,1/31/2024,158173
9Y4LCJDQLDU43LOK4,12/31/2024,1666816
OEZ236PKMC6MBM3TB,8/31/2024,3334189
KXDUI2BQC1ZQ25O4C,10/31/2024,5167695
VHX791SAUG7W7R63P,1/31/2024,6487086
I9WWI0Z0BQBBIKN76,10/31/2024,516418
AERG7GPQIBQXOGOHX,6/30/2023,2044611
869YG73INQB5W1NQT,6/30/2024,2778233
977FYO2GIYKZOIEB6,6/30/2024,928774
5VVHS1PF81H0K03QN,12/31/2023,4137673
THJ9OBJH3W6ANRCMS,11/30/2024,4204903
FQJP2PBU50DG45YX3,8/31/2024,1574412
V4LNPTIOKCV53PIHE,8/31/2024,6715401
AIQASN1W6XH7O9AI8,11/30/2024,1822379
UXT0SVW2ICMQTZACJ,10/31/2023,5416578
F5AUCVPQMIXFMLKNY,12/31/2023,6668906
UXT0SVW2ICMQTZACJ,5/31/2024,411929
KCLWQ204AZ5D2W8QN,4/30/2023,6695401
MUIZHHC8NUPU3856X,1/31/2023,4220810
THJ9OBJH3W6ANRCMS,6/30/2023,3443949
NYD2J0FAEI05SQVAY,9/30/2023,5538396
BJSA6PK9IP3QNY0GU,9/30/2024,6227884
SSP73CDZATG8LX9V1,1/31/2024,230575
U5I6FRV4Z2WTHAYXA,3/31/2023,4276980
73LDIXZVJOQFRMHNZ,8/31/2024,278287
869YG73INQB5W1NQT,9/30/2024,1425847
7PLLCJPG8BTDR1ND3,8/31/2024,649511
VNTN2FOUQHBSVRLKZ,3/31/2023,2012172
XEVZL0LOYONKMBWZY,9/30/2024,6061391
E0ZB60NF3G5K4VREU,4/30/2023,5243771
7PLLCJPG8BTDR1ND3,11/30/2023,4506208
KUD4O3VLEGN7O0D3B,2/29/2024,4513234
3PS05CCLIJVJ8J2KT,1/31/2024,4463906
0TQ17VI65FDDKT227,11/30/2024,392079
83Y10YDW1OI06N9ZM,7/31/2024,474060
ITDKGZGY3D1CQ22P4,5/31/2023,2320097
UP8K03IYUM8HZ8NLC,11/30/2024,6827531
ZBRHGSC2D0501QLTX,1/31/2023,6886340
A4LKAXWACFA995KE1,1/31/2024,1245170
T16X6RLA2J523LYRZ,9/30/2023,6952204
GFMBMLM8423RIAEDD,4/30/2023,282529
BJSA6PK9IP3QNY0GU,7/31/2023,1123659
U01UYM0KLQO7ZMKXL,9/30/2024,5579274
LATSV8PKLN0G0XSCQ,4/30/2023,6331957
Z4HM8TL716AK8U17L,8/31/2023,1341349
V1SRV6QGJWWC8JVW0,10/31/2023,6722472
6T645BU8TYM8VGXKO,2/29/2024,6809520
OL2AN4Q8PF7T5DNJA,3/31/2023,4586677
C89YVYS8RINE8LHLO,11/30/2023,3075996
PQHMTD7TS2Q7AM9C6,8/31/2024,202236
BQLAQGMLUN5Y6VU3U,8/31/2024,124114
1LFTDYT2H0I9ZG3S8,11/30/2023,2800509
Z8WH1L99SI8KI6NIV,1/31/2023,1121039
KIULTEGOP4LWPVDNF,8/31/2023,3408909
63FO2A0KBYVLDNRAA,3/31/2024,3770959
IAXUMLO4Y4HXEEHHC,12/31/2024,1387286
15J0ZCH8C1O665RTF,10/31/2023,1999493
XRD31U4F7GM99U92O,9/30/2024,5512412
KCLWQ204AZ5D2W8QN,8/31/2023,3107088
4HER62QO48L3HOLG6,1/31/2024,6092432
UP8K03IYUM8HZ8NLC,7/31/2023,1867319
E0ZB60NF3G5K4VREU,9/30/2023,819708
WI9LBMXJ0YIBEJ357,11/30/2023,6287204
PEYORPWSHOAUXOPB8,3/31/2024,5790773
7MQU99ZO49YXI2EDE,12/31/2024,2286475
15J0ZCH8C1O665RTF,5/31/2023,4452426
MGD1S17DROU71KI80,8/31/2023,5055251
K7OLAZQZTOKBXBQVR,3/31/2023,4235338
73LDIXZVJOQFRMHNZ,4/30/2023,497971
U5I6FRV4Z2WTHAYXA,2/29/2024,537300
JTZWA92S5243CPZDG,9/30/2024,2859982
63FO2A0KBYVLDNRAA,9/30/2024,3479917
6T645BU8TYM8VGXKO,6/30/2023,5388398
5SKDNN35BDFYCRZ3T,9/30/2024,5700687
UXT0SVW2ICMQTZACJ,4/30/2023,5152016
4HER62QO48L3HOLG6,9/30/2024,6688536
L8NOLOQ0MHSBXLPC8,4/30/2023,605960
LMHCV45KAJNLAV6CI,6/30/2024,3574443
375WULANW2HVOVK5J,8/31/2023,6311234
C89YVYS8RINE8LHLO,10/31/2024,5265086
51UQ4XPBN39O7QIOO,12/31/2023,4569395
XTUS49QJ4P8A8OCOB,9/30/2024,5777981
R7Q4Z9AULIORDJQ9D,5/31/2023,820792
PSRCQ6DW4S2N7175C,11/30/2024,1226121
1MFXZRYV4MFOBXIAJ,12/31/2023,6856607
LATSV8PKLN0G0XSCQ,11/30/2023,802787
KVXACS7SB5O59ARQP,4/30/2024,3371026
UP8K03IYUM8HZ8NLC,4/30/2024,3228201
T3ZXYYXXBKASGDXYG,5/31/2024,5709486
7AQPGU50TED28A7G6,3/31/2023,3170556
OJQZJBSXV2EELB04H,5/31/2023,6428736
ITDKGZGY3D1CQ22P4,4/30/2024,4232659
3QWPW0GFU2JIA5UE4,5/31/2024,2531372
PSRCQ6DW4S2N7175C,1/31/2023,3174498
15J0ZCH8C1O665RTF,5/31/2024,2554750
7MQU99ZO49YXI2EDE,4/30/2024,6719556
SSP73CDZATG8LX9V1,1/31/2023,1279937
4M67RWDJ0PY180OMY,10/31/2023,3536977
A4JYPUIFCGXQSH8XL,10/31/2023,1067286
E0P3U76BSR8JVOEAS,5/31/2023,2812925
VU97XYAGZZS7LOG4E,10/31/2024,4505349
5P7TLU9HROJCCH8XF,8/31/2024,6791139
JTZWA92S5243CPZDG,4/30/2024,1984287
XEVZL0LOYONKMBWZY,11/30/2023,4552339
VIOMZ3660T8XTY6RC,12/31/2024,6649579
FBMRRTAV36KC40D1Z,5/31/2023,6511094
9DQS2WEXYFKHTNXUB,2/28/2023,5749400
BJ37EOP5EGMDLO3MP,7/31/2024,2885056
BJSA6PK9IP3QNY0GU,3/31/2023,6415311
BOWGL6ZFJ8V4E620T,10/31/2023,1369051
VBCVVZPLR5KW0VKDX,7/31/2024,4021868
VZPJAHRX89B2CPA40,6/30/2023,2171267
Y144TELK1D0Z0KLVV,7/31/2024,6576609
KCLWQ204AZ5D2W8QN,6/30/2023,4612515
IC9TR053SOF1562RK,2/28/2023,1534603
VZPJAHRX89B2CPA40,10/31/2023,740720
KLRH1ZESF492S056H,2/29/2024,4128904
ZBRHGSC2D0501QLTX,10/31/2024,1404517
375WULANW2HVOVK5J,2/29/2024,175005
15J0ZCH8C1O665RTF,6/30/2024,6954727
XT6P8GPRWDSJSYZKR,2/29/2024,3455565
1MFXZRYV4MFOBXIAJ,1/31/2024,3369273
VNTN2FOUQHBSVRLKZ,1/31/2024,2506489
RVDHIRC8T2IA2OUOW,10/31/2023,2167685
A4LKAXWACFA995KE1,8/31/2024,771235
VU97XYAGZZS7LOG4E,5/31/2024,4067014
9IL03MCKH41ZX8EVC,5/31/2023,2721365
73LDIXZVJOQFRMHNZ,5/31/2024,1131411
0TTW5R9RRCJ0A9E5F,6/30/2023,6206776
1LFTDYT2H0I9ZG3S8,3/31/2024,6549020
NDN0JWDWD4PJPHKO9,2/28/2023,4201647
09SYGN7IXDQV5X9IP,6/30/2024,351804
YVS0D5GU52ULP7YLI,8/31/2023,260530
T3ZXYYXXBKASGDXYG,12/31/2023,3891724
6O996AT92IZ9926S5,12/31/2023,3251282
K4BAGGWMVBZXC8Z0R,1/31/2024,869072
KUD4O3VLEGN7O0D3B,3/31/2023,1932124
U01UYM0KLQO7ZMKXL,11/30/2024,1232541
V2NG3GK779G8J7A0S,5/31/2024,3291499
7ZQT4ZSYX2JJH3BHK,2/29/2024,3668497
D7UUQ6CP4DWYGZF0Z,9/30/2023,5361979
0TQ17VI65FDDKT227,1/31/2024,1876086
FQJP2PBU50DG45YX3,4/30/2024,6338727
H9QCKG6XB01NQCZO9,3/31/2024,2845859
ORSVN3W6R6KI4L6K7,10/31/2023,4691787
THJ9OBJH3W6ANRCMS,8/31/2024,1822040
3PS05CCLIJVJ8J2KT,11/30/2024,5407970
WLHSCECOGSRZSUK44,10/31/2024,1747233
2XCK13Y6KY3FTUJ0T,5/31/2023,1763928
OJQZJBSXV2EELB04H,3/31/2024,3415823
IAXUMLO4Y4HXEEHHC,3/31/2023,5098784
MHREEFELDOONUMCHP,7/31/2024,4452883
8JB7CPERPX344FYNY,11/30/2024,5227763
T16X6RLA2J523LYRZ,3/31/2023,408046
YVS0D5GU52ULP7YLI,10/31/2023,5547779
7ZQT4ZSYX2JJH3BHK,2/28/2023,5831393
VHX791SAUG7W7R63P,3/31/2023,4454686
GTLAUQABS3K1IHWCJ,4/30/2023,3416923
MGD1S17DROU71KI80,5/31/2023,5402493
375WULANW2HVOVK5J,5/31/2024,5847652
VNTN2FOUQHBSVRLKZ,3/31/2024,5817860
N28ZTD9G5EYTS9PZY,4/30/2023,2118268
1MFXZRYV4MFOBXIAJ,3/31/2023,234833
VEYQK2P1HT4EDEU8Z,11/30/2023,2004950
9Y4LCJDQLDU43LOK4,1/31/2024,5073496
OL2AN4Q8PF7T5DNJA,8/31/2024,2825890
OL2AN4Q8PF7T5DNJA,5/31/2023,2685136
F5AUCVPQMIXFMLKNY,6/30/2024,5829890
OJQZJBSXV2EELB04H,10/31/2024,6205744
OCCKGZM8DIZCYX3CJ,9/30/2024,2441599
K4BAGGWMVBZXC8Z0R,8/31/2023,1059828
Z4HM8TL716AK8U17L,3/31/2024,718323
0TQ17VI65FDDKT227,2/29/2024,1753174
T3ZXYYXXBKASGDXYG,11/30/2023,5778469
09SYGN7IXDQV5X9IP,10/31/2023,5860136
VBCVVZPLR5KW0VKDX,10/31/2023,2251101
Z4HM8TL716AK8U17L,5/31/2023,2513654
UXT0SVW2ICMQTZACJ,9/30/2024,3619247
977FYO2GIYKZOIEB6,4/30/2023,4243855
Z4HM8TL716AK8U17L,7/31/2023,4444169
VBCVVZPLR5KW0VKDX,9/30/2023,5434636
FDS0N1SJL1R9K1IB4,7/31/2024,3095377
D7UUQ6CP4DWYGZF0Z,7/31/2023,4253362
XRD31U4F7GM99U92O,6/30/2024,5538926
THJ9OBJH3W6ANRCMS,1/31/2023,1597734
KUD4O3VLEGN7O0D3B,12/31/2023,822176
V4LNPTIOKCV53PIHE,2/28/2023,4263736
15J0ZCH8C1O665RTF,1/31/2024,5784104
6RNZ6V20ZBCHCCIPT,6/30/2023,1981339
